year,month,day,hour,load,temp,tempf1,tempf2,tempf3,hum,humf1,humf2,humf3,ws,wsf1,wsf2,wsf3,cc,ccf1,ccf2,ccf3
2009,1,1,0,14682,7,14,13,14,-6,-2,2,4,20,9,7,8,1,2,5,4
2009,1,1,1,14090,6,14,13,14,-7,-1,3,4,17,8,7,7,1,2,6,4
2009,1,1,2,13677,6,14,12,13,-8,-1,3,4,17,7,6,6,1,2,6,5
2009,1,1,3,13545,5,14,13,13,-8,0,4,4,16,7,6,5,1,2,6,6
2009,1,1,4,13595,5,14,14,13,-8,1,4,4,17,6,5,5,1,3,7,7
2009,1,1,5,13895,4,14,14,14,-8,2,5,5,17,6,6,5,1,5,7,8
2009,1,1,6,14409,4,15,15,14,-8,4,7,6,16,6,6,5,1,5,8,8
2009,1,1,7,14728,4,16,17,16,-8,4,7,7,17,5,6,6,0,8,9,8
2009,1,1,8,15332,5,18,19,19,-8,6,9,9,18,6,8,7,0,7,9,9
2009,1,1,9,16006,7,21,22,21,-7,9,11,11,19,7,9,8,0,6,8,10
2009,1,1,10,16500,9,24,25,25,-6,11,13,13,18,7,10,10,0,6,8,10
2009,1,1,11,16725,11,27,27,28,-5,13,14,15,18,7,11,11,0,7,8,10
2009,1,1,12,16705,14,29,30,30,-4,15,15,16,16,8,12,12,0,7,9,10
2009,1,1,13,16509,15,31,31,32,-4,17,16,18,19,8,13,12,0,8,9,10
2009,1,1,14,16290,16,32,33,33,-3,18,17,19,20,8,13,12,0,7,9,10
2009,1,1,15,16419,17,31,33,32,-4,18,17,19,15,9,12,12,1,9,9,10
2009,1,1,16,17662,17,31,32,32,-5,18,18,19,13,9,12,11,1,8,8,9
2009,1,1,17,19097,16,31,31,31,-5,18,18,20,13,8,11,11,1,8,8,9
2009,1,1,18,18973,15,31,31,30,-5,18,18,20,12,9,11,10,1,8,7,9
2009,1,1,19,18556,14,30,30,29,-5,17,18,19,9,9,10,9,1,7,7,8
2009,1,1,20,17956,13,28,29,28,-5,17,18,19,9,9,10,9,1,7,6,6
2009,1,1,21,17106,12,27,28,27,-4,17,18,18,6,9,10,9,1,6,6,5
2009,1,1,22,15954,10,27,27,26,-4,18,18,18,7,8,11,9,0,7,5,5
2009,1,1,23,14791,9,27,27,26,-3,17,17,18,8,8,11,9,0,7,6,4
2009,1,2,0,13913,9,25,27,27,-4,18,19,19,8,9,9,10,1,8,6,6
2009,1,2,1,13406,10,25,26,26,-2,17,19,18,8,9,10,11,3,8,6,6
2009,1,2,2,13136,11,25,26,26,-1,17,18,17,7,8,11,11,2,7,6,6
2009,1,2,3,13068,11,24,25,26,0,17,18,17,5,9,11,12,2,6,6,5
2009,1,2,4,13302,11,24,24,25,-1,16,17,16,5,8,12,12,2,5,5,5
2009,1,2,5,13990,11,23,23,25,-1,16,17,16,4,9,12,12,2,4,5,5
2009,1,2,6,15165,11,23,23,25,0,16,16,16,4,9,12,12,3,4,4,5
2009,1,2,7,16131,13,23,24,25,1,15,16,16,6,10,12,13,2,5,4,4
2009,1,2,8,16916,14,24,25,26,3,15,16,16,5,11,13,15,5,4,4,3
2009,1,2,9,17474,16,25,27,27,4,14,16,15,6,12,15,16,4,4,4,3
2009,1,2,10,17684,19,27,28,28,6,14,15,14,7,13,16,18,5,4,4,3
2009,1,2,11,17617,22,28,30,29,9,14,15,13,8,13,17,19,6,4,4,2
2009,1,2,12,17379,26,29,31,30,13,13,15,12,10,14,17,19,7,5,4,2
2009,1,2,13,17091,28,30,32,31,17,12,14,11,11,14,18,19,6,4,5,2
2009,1,2,14,16834,29,30,33,31,19,11,13,11,12,15,17,18,6,4,4,2
2009,1,2,15,16867,29,30,32,30,20,10,13,11,9,14,16,18,7,4,4,2
2009,1,2,16,17919,29,29,31,29,21,9,13,10,10,13,16,17,6,3,3,2
2009,1,2,17,18936,29,28,29,28,21,8,12,10,9,12,15,17,7,3,3,2
2009,1,2,18,18637,28,27,28,26,21,8,12,10,9,12,15,16,6,4,2,2
2009,1,2,19,18020,28,25,26,24,20,7,11,10,9,12,15,16,3,3,2,2
2009,1,2,20,17387,27,24,24,23,20,7,11,10,8,11,14,15,3,2,2,2
2009,1,2,21,16512,25,23,23,23,19,7,10,9,9,11,14,15,1,2,2,2
2009,1,2,22,15370,24,22,22,22,19,8,9,9,7,11,13,14,1,2,1,1
2009,1,2,23,13713,24,22,21,21,19,8,9,9,6,11,12,14,2,2,1,1
2009,1,3,0,13200,23,19,18,18,19,6,7,8,6,10,13,13,3,1,1,1
2009,1,3,1,12574,24,19,17,18,19,6,7,8,7,10,12,12,4,2,1,1
2009,1,3,2,12269,25,18,17,17,19,5,6,8,9,10,12,12,5,2,1,1
2009,1,3,3,12123,26,18,17,16,19,5,6,7,11,9,11,12,4,1,1,1
2009,1,3,4,12190,26,17,16,16,18,5,6,7,13,10,11,12,3,1,1,1
2009,1,3,5,12552,25,17,16,16,18,5,6,7,12,9,11,11,1,1,1,1
2009,1,3,6,13214,25,17,16,15,18,5,7,7,12,9,10,11,1,2,1,1
2009,1,3,7,13864,25,16,17,16,17,6,7,7,12,9,10,11,2,2,1,1
2009,1,3,8,14751,26,18,19,17,17,7,7,9,14,9,11,11,1,2,1,1
2009,1,3,9,15433,27,21,21,20,17,8,8,10,18,9,11,12,1,2,2,2
2009,1,3,10,15843,29,24,24,23,16,10,9,11,19,9,12,12,1,2,2,2
2009,1,3,11,15854,30,26,27,26,14,11,10,12,19,9,11,12,1,2,1,2
2009,1,3,12,15672,30,29,29,28,12,12,11,13,19,9,11,12,1,2,2,2
2009,1,3,13,15387,31,31,31,30,12,14,12,14,20,9,11,12,1,3,1,2
2009,1,3,14,15207,32,32,33,31,11,15,13,14,18,9,10,10,1,5,2,3
2009,1,3,15,15341,31,33,33,31,10,14,13,15,21,8,9,9,1,5,3,3
2009,1,3,16,16539,30,32,32,31,10,14,14,16,17,7,9,8,0,5,4,3
2009,1,3,17,17954,29,31,31,29,10,15,15,16,16,7,8,6,0,5,4,4
2009,1,3,18,17877,28,30,29,28,10,15,15,16,15,7,7,5,1,6,4,5
2009,1,3,19,17442,26,30,28,26,10,15,15,16,16,7,6,4,0,6,4,5
2009,1,3,20,16985,25,28,27,25,9,15,16,16,17,6,5,4,1,6,5,6
2009,1,3,21,16280,24,28,26,25,9,17,17,16,15,5,5,4,1,6,5,7
2009,1,3,22,15266,23,28,26,24,8,17,18,17,16,5,5,4,1,6,5,8
2009,1,3,23,14207,22,28,25,25,8,18,18,18,15,4,5,4,0,6,6,8
2009,1,4,0,13269,21,27,24,27,7,16,20,19,9,5,5,3,1,7,8,9
2009,1,4,1,12694,21,27,25,27,7,17,21,20,10,4,5,3,0,8,9,9
2009,1,4,2,12424,21,28,25,28,7,18,22,21,13,5,5,4,0,7,9,9
2009,1,4,3,12319,20,28,27,29,6,19,23,22,12,5,5,5,0,6,9,9
2009,1,4,4,12363,19,28,28,30,6,20,23,23,11,5,6,5,0,7,9,10
2009,1,4,5,12642,19,29,29,31,6,21,24,24,9,5,6,6,0,8,9,10
2009,1,4,6,13159,19,29,29,30,6,22,25,25,13,6,7,5,0,8,9,10
2009,1,4,7,13659,19,30,31,31,6,23,26,25,13,6,7,6,0,8,9,10
2009,1,4,8,14466,19,31,32,33,6,24,27,26,11,6,8,6,0,8,9,10
2009,1,4,9,15086,20,32,34,34,7,25,27,27,10,7,9,7,0,7,8,10
2009,1,4,10,15434,23,34,36,35,8,25,28,28,9,8,10,8,0,7,8,10
2009,1,4,11,15562,27,36,38,37,10,25,27,28,14,8,10,9,0,8,8,10
2009,1,4,12,15502,30,37,39,37,12,25,27,28,12,9,11,10,0,7,8,10
2009,1,4,13,15277,32,38,40,38,13,25,26,27,14,9,12,11,0,8,8,10
2009,1,4,14,15102,33,39,40,38,14,24,25,26,12,9,12,11,1,8,8,9
2009,1,4,15,15279,34,37,39,37,15,23,24,26,10,10,11,11,1,7,8,9
2009,1,4,16,16693,33,36,38,36,15,22,23,25,8,9,11,11,1,7,8,9
2009,1,4,17,18162,31,35,36,34,14,20,21,23,6,9,12,12,2,7,7,9
2009,1,4,18,18106,31,34,34,32,14,19,20,22,9,9,12,13,2,7,6,9
2009,1,4,19,17606,29,32,33,30,15,18,19,20,5,9,12,14,3,6,6,8
2009,1,4,20,16914,29,30,30,28,15,16,17,17,2,9,12,14,2,5,5,7
2009,1,4,21,15750,27,28,28,27,15,15,15,16,4,9,12,14,1,4,3,5
2009,1,4,22,14417,26,27,26,25,15,14,14,14,4,9,13,14,1,4,1,4
2009,1,4,23,13206,26,26,25,24,15,13,13,13,4,10,12,13,2,3,1,3
2009,1,5,0,12399,26,25,26,24,17,13,16,14,5,9,9,11,3,3,3,4
2009,1,5,1,11979,27,24,25,22,17,11,15,13,5,9,9,11,5,2,1,3
2009,1,5,2,11750,28,23,24,22,18,11,14,12,6,9,8,10,7,1,1,2
2009,1,5,3,11746,29,22,23,22,21,10,14,12,4,9,8,10,8,1,1,2
2009,1,5,4,12091,29,22,22,21,23,10,13,12,4,8,7,9,8,1,1,2
2009,1,5,5,13219,29,21,21,20,24,10,12,12,4,8,7,8,7,1,1,2
2009,1,5,6,15321,29,21,21,19,24,10,12,12,6,7,7,8,6,1,2,2
2009,1,5,7,16672,30,20,21,19,25,10,12,12,6,7,7,8,5,2,1,2
2009,1,5,8,16946,31,22,23,21,26,10,12,12,8,7,7,8,5,3,2,3
2009,1,5,9,17092,33,24,25,23,28,11,12,13,7,7,8,9,6,3,2,4
2009,1,5,10,17223,34,26,27,26,28,12,12,13,11,8,8,9,5,5,2,5
2009,1,5,11,17197,35,29,29,29,28,12,13,13,10,7,9,10,5,4,2,5
2009,1,5,12,17046,36,31,31,30,28,13,13,13,10,7,9,10,6,6,3,5
2009,1,5,13,16966,37,32,33,32,27,14,13,13,9,7,9,9,5,6,3,6
2009,1,5,14,16801,37,33,33,32,27,14,13,14,7,6,8,8,5,6,4,7
2009,1,5,15,16840,37,33,33,32,26,15,14,14,9,6,7,8,5,6,4,7
2009,1,5,16,17924,37,32,32,32,25,15,15,15,9,6,7,6,3,6,5,8
2009,1,5,17,19166,36,32,31,30,24,15,15,16,6,5,6,5,3,6,5,9
2009,1,5,18,19052,35,30,30,29,23,16,16,16,6,5,5,4,4,6,5,9
2009,1,5,19,18512,35,30,29,28,22,16,16,16,8,6,4,3,5,6,6,9
2009,1,5,20,17756,34,29,28,27,20,18,17,16,11,5,4,3,8,7,7,9
2009,1,5,21,16491,33,29,27,26,17,19,17,16,11,5,4,2,6,8,7,9
2009,1,5,22,14944,31,29,26,26,15,20,18,17,10,5,3,2,4,8,8,10
2009,1,5,23,13573,30,29,26,26,14,21,18,18,11,5,3,3,2,9,8,10
2009,1,6,0,12704,29,29,25,27,13,22,19,20,9,4,4,4,2,10,9,10
2009,1,6,1,12264,28,29,24,26,13,23,20,20,8,5,5,4,1,10,9,10
2009,1,6,2,12098,25,29,24,26,13,23,20,21,8,6,6,5,3,10,9,10
2009,1,6,3,12128,25,29,25,26,12,24,21,21,7,7,6,6,3,10,10,10
2009,1,6,4,12541,25,30,25,26,12,25,21,21,8,7,7,7,1,10,10,10
2009,1,6,5,13707,24,30,26,27,13,25,22,22,7,8,8,7,3,10,10,10
2009,1,6,6,15942,24,29,27,27,12,26,22,22,6,9,8,8,3,10,10,10
2009,1,6,7,17260,23,29,27,28,12,26,23,23,5,9,9,8,1,10,10,10
2009,1,6,8,17372,23,29,28,28,13,27,24,25,5,9,10,9,2,10,10,10
2009,1,6,9,17419,24,29,29,29,13,28,25,26,5,8,10,10,2,10,10,10
2009,1,6,10,17448,26,30,29,30,13,29,26,27,5,8,10,11,2,10,10,10
2009,1,6,11,17361,28,30,29,31,13,29,27,28,6,8,10,11,2,10,10,10
2009,1,6,12,17159,29,32,30,31,13,30,28,28,6,9,10,11,2,10,10,10
2009,1,6,13,16987,30,33,31,32,13,31,29,28,6,9,10,11,1,10,10,10
2009,1,6,14,16777,31,33,31,32,13,31,29,29,5,8,9,10,1,10,10,10
2009,1,6,15,16923,32,33,32,32,13,31,29,29,6,6,9,10,1,10,10,10
2009,1,6,16,18155,31,33,33,32,14,31,30,29,5,6,8,9,2,10,10,10
2009,1,6,17,19347,31,33,33,33,14,32,30,29,5,5,8,9,4,10,10,10
2009,1,6,18,19248,30,33,33,33,14,31,29,30,4,5,8,8,6,10,10,10
2009,1,6,19,18738,30,34,33,33,16,31,29,30,4,5,8,8,6,10,10,10
2009,1,6,20,17917,29,34,33,33,16,31,29,29,4,5,7,7,6,10,10,10
2009,1,6,21,16721,30,33,33,33,16,30,29,29,1,6,7,7,7,10,10,10
2009,1,6,22,15097,30,34,33,32,18,30,28,28,2,6,7,7,8,10,10,10
2009,1,6,23,13672,29,33,32,32,19,29,28,28,2,5,7,7,8,10,10,10
2009,1,7,0,12751,29,33,33,33,19,28,28,29,3,8,9,7,8,10,9,10
2009,1,7,1,12335,28,32,33,32,22,28,27,28,6,7,9,8,7,10,9,10
2009,1,7,2,12128,28,32,32,32,23,28,27,27,7,9,11,10,8,9,9,9
2009,1,7,3,12137,28,32,32,32,25,27,26,27,8,9,13,11,8,9,9,9
2009,1,7,4,12473,28,32,32,31,25,26,26,26,8,9,14,12,8,9,8,9
2009,1,7,5,13484,28,31,31,30,26,25,25,25,10,9,14,13,8,8,8,8
2009,1,7,6,15164,29,31,31,30,27,24,24,25,12,10,15,13,8,7,8,8
2009,1,7,7,16494,29,30,30,30,28,23,23,24,11,10,15,14,8,6,8,7
2009,1,7,8,17196,30,30,31,31,28,23,23,24,11,10,16,15,8,6,8,7
2009,1,7,9,17733,30,32,32,31,28,23,23,24,12,11,16,16,6,6,8,6
2009,1,7,10,18141,31,33,32,32,29,23,22,24,12,12,17,17,8,6,7,6
2009,1,7,11,18319,31,34,33,33,30,22,22,23,12,12,18,18,8,7,7,6
2009,1,7,12,18279,32,34,34,34,30,21,22,22,12,12,18,18,8,8,8,6
2009,1,7,13,18199,32,34,34,34,31,21,21,21,11,13,18,18,7,7,8,6
2009,1,7,14,17925,32,34,34,34,31,20,20,21,11,13,17,18,8,8,8,7
2009,1,7,15,17841,32,32,34,33,31,19,20,20,10,12,16,17,8,9,8,7
2009,1,7,16,18724,32,31,33,32,31,18,19,19,11,12,15,15,6,8,8,8
2009,1,7,17,19513,32,29,31,31,31,17,18,19,10,10,15,15,6,8,8,8
2009,1,7,18,19223,32,28,30,30,31,16,18,18,8,10,14,15,6,9,8,8
2009,1,7,19,18563,31,26,29,28,30,14,16,17,7,10,13,14,8,9,8,7
2009,1,7,20,17725,31,25,27,27,30,13,15,16,6,10,13,14,8,8,7,7
2009,1,7,21,16428,30,24,25,26,29,12,14,15,6,10,13,13,8,7,6,7
2009,1,7,22,14832,30,22,24,24,29,11,12,14,4,10,13,12,8,7,5,7
2009,1,7,23,13484,30,21,22,23,28,9,11,13,6,10,11,12,8,6,6,7
2009,1,8,0,12555,30,20,22,22,29,8,11,12,7,10,11,11,8,5,6,6
2009,1,8,1,12113,31,18,21,21,29,8,10,11,9,10,10,11,8,5,6,5
2009,1,8,2,11889,32,17,20,20,29,7,10,10,12,10,10,11,8,4,6,5
2009,1,8,3,11871,32,16,19,19,29,7,9,9,13,10,10,11,5,4,6,4
2009,1,8,4,12215,33,15,19,19,29,6,9,8,14,10,11,11,6,4,6,3
2009,1,8,5,13322,33,15,17,18,28,6,8,8,14,10,11,11,5,4,5,3
2009,1,8,6,15418,32,14,17,18,27,6,8,8,14,9,11,12,5,5,5,3
2009,1,8,7,16586,32,13,17,17,28,6,7,7,17,10,11,12,2,5,4,3
2009,1,8,8,16725,33,14,18,18,25,6,7,7,17,10,13,12,2,4,4,2
2009,1,8,9,16774,33,16,19,19,25,7,7,7,18,11,13,13,1,4,4,2
2009,1,8,10,16878,34,18,21,20,25,7,7,8,19,11,14,13,3,4,4,2
2009,1,8,11,16886,35,21,22,21,26,8,7,7,19,11,15,14,6,4,4,2
2009,1,8,12,16755,36,23,24,23,25,8,7,8,21,11,16,15,3,5,4,2
2009,1,8,13,16676,35,25,25,24,23,9,7,8,21,11,16,16,4,5,4,2
2009,1,8,14,16535,35,25,26,25,22,8,7,8,19,12,16,15,5,4,4,2
2009,1,8,15,16671,34,25,26,25,22,8,7,7,18,12,15,15,4,3,4,2
2009,1,8,16,17717,33,24,25,24,21,6,7,7,16,12,14,14,4,3,3,2
2009,1,8,17,19090,32,23,23,23,20,6,6,6,14,11,14,13,4,3,3,2
2009,1,8,18,19060,31,22,22,22,20,5,6,6,15,11,13,12,5,4,3,2
2009,1,8,19,18610,29,21,21,21,21,4,5,6,12,11,12,12,4,2,3,2
2009,1,8,20,18030,28,18,20,19,17,3,5,5,20,11,11,11,4,1,2,2
2009,1,8,21,16870,26,17,18,18,14,3,5,5,16,11,10,11,3,2,2,2
2009,1,8,22,15379,25,16,17,16,13,3,4,4,15,11,10,11,1,2,2,2
2009,1,8,23,14072,23,15,16,15,12,3,4,4,14,11,9,10,1,2,1,2
2009,1,9,0,13188,22,13,16,17,12,2,4,5,12,10,9,10,1,2,1,1
2009,1,9,1,12749,21,12,15,16,11,2,4,5,11,10,8,9,1,2,1,1
2009,1,9,2,12583,21,12,14,15,10,2,4,5,13,9,8,9,1,1,1,1
2009,1,9,3,12617,20,11,14,14,10,1,4,4,12,9,8,8,1,1,1,1
2009,1,9,4,12971,20,10,14,14,9,1,4,4,14,8,8,7,1,1,1,1
2009,1,9,5,14115,19,10,12,13,8,1,4,4,8,8,7,7,1,1,2,1
2009,1,9,6,16351,18,9,12,12,7,1,4,4,10,8,7,7,1,3,2,2
2009,1,9,7,17521,18,8,12,12,7,1,4,4,12,8,7,6,1,3,2,2
2009,1,9,8,17629,18,9,15,14,7,2,4,4,13,7,7,6,1,4,2,3
2009,1,9,9,17637,19,11,16,16,7,4,5,5,12,7,7,6,1,4,2,4
2009,1,9,10,17638,21,15,19,18,7,5,5,6,14,7,7,6,1,4,3,5
2009,1,9,11,17527,23,18,21,21,8,7,6,7,14,6,7,5,1,4,3,5
2009,1,9,12,17285,24,21,23,23,9,8,7,7,14,6,7,5,1,6,3,5
2009,1,9,13,17139,25,23,25,24,10,10,8,8,15,5,7,4,1,6,4,6
2009,1,9,14,16934,25,24,25,25,10,11,9,9,17,5,6,4,1,7,4,7
2009,1,9,15,16983,26,24,25,25,9,11,10,10,15,4,6,3,1,7,5,8
2009,1,9,16,17890,24,24,25,25,9,12,11,12,17,4,5,3,1,6,6,9
2009,1,9,17,19148,23,23,25,25,8,13,11,12,12,4,4,3,1,7,6,9
2009,1,9,18,19016,22,23,24,25,8,14,12,12,12,4,3,4,1,9,8,10
2009,1,9,19,18542,21,23,23,25,8,15,12,13,12,4,3,4,0,9,8,10
2009,1,9,20,17893,20,24,22,24,7,16,13,13,11,4,3,4,0,9,8,10
2009,1,9,21,17046,20,24,22,23,7,17,13,13,9,5,3,4,0,9,9,10
2009,1,9,22,15885,19,24,21,22,7,18,13,13,9,5,4,4,0,10,9,10
2009,1,9,23,14660,18,24,21,22,7,19,13,14,12,5,5,5,0,10,8,10
2009,1,10,0,13750,17,23,21,23,7,18,17,16,10,6,6,6,0,10,9,10
2009,1,10,1,13248,17,23,21,23,6,19,18,17,8,7,7,7,0,10,9,10
2009,1,10,2,13018,16,24,22,23,6,20,18,17,10,7,8,8,0,10,10,10
2009,1,10,3,12897,16,24,23,23,5,21,19,18,8,8,9,9,0,10,10,10
2009,1,10,4,13004,15,25,23,24,4,22,20,18,9,8,9,10,0,10,10,10
2009,1,10,5,13443,14,26,24,24,4,23,21,19,6,8,10,10,1,10,10,10
2009,1,10,6,14300,13,26,24,24,4,24,21,19,6,9,10,11,1,10,10,10
2009,1,10,7,15109,13,26,25,25,3,24,21,20,6,8,11,11,2,10,10,10
2009,1,10,8,16060,13,26,26,25,3,23,22,20,9,7,11,11,2,10,9,10
2009,1,10,9,16637,15,26,26,26,3,23,22,21,9,7,12,12,2,10,9,10
2009,1,10,10,16769,17,26,26,26,4,23,22,21,8,8,12,12,2,10,8,10
2009,1,10,11,16651,20,26,27,27,5,22,22,20,6,9,13,12,2,10,8,9
2009,1,10,12,16451,22,27,28,28,6,22,21,20,6,10,14,13,2,10,8,9
2009,1,10,13,16306,23,27,28,28,6,21,21,19,6,11,14,12,4,10,8,9
2009,1,10,14,16254,23,26,29,28,7,20,20,19,3,11,14,12,3,10,7,8
2009,1,10,15,16431,24,26,29,28,8,18,19,19,4,11,12,10,5,10,6,7
2009,1,10,16,17477,23,26,29,27,8,16,19,18,5,10,11,9,5,9,5,7
2009,1,10,17,18615,22,26,27,26,10,15,18,17,5,10,10,9,5,9,5,6
2009,1,10,18,18477,22,24,26,25,10,13,17,16,4,9,9,8,7,8,5,6
2009,1,10,19,17950,21,23,25,24,12,11,16,15,3,9,7,8,7,5,5,5
2009,1,10,20,17352,20,21,23,22,12,10,14,13,4,9,7,7,7,5,5,5
2009,1,10,21,16522,20,19,22,21,14,9,13,12,4,8,7,6,7,4,5,5
2009,1,10,22,15471,19,18,20,19,14,8,12,11,8,8,6,6,7,4,4,5
2009,1,10,23,14361,20,17,19,18,15,7,11,10,8,8,6,6,5,5,5,5
2009,1,11,0,13453,19,17,17,19,15,7,11,12,9,6,4,5,8,8,7,6
2009,1,11,1,12900,20,16,17,17,16,7,11,12,8,6,5,5,6,8,8,6
2009,1,11,2,12614,20,16,16,16,17,7,11,11,10,5,5,5,8,8,8,7
2009,1,11,3,12439,21,15,16,16,18,8,10,11,11,6,4,5,7,8,9,8
2009,1,11,4,12462,21,15,15,15,18,8,9,11,12,5,5,5,6,9,9,8
2009,1,11,5,12729,21,15,15,15,19,8,10,11,12,6,5,5,7,9,9,9
2009,1,11,6,13232,21,15,15,14,19,9,10,10,12,6,5,5,7,9,9,9
2009,1,11,7,13841,22,15,15,15,19,9,10,10,11,6,5,5,8,9,8,9
2009,1,11,8,14767,21,15,17,17,18,10,11,10,12,6,6,5,7,8,8,9
2009,1,11,9,15645,20,17,19,19,17,11,11,11,14,7,6,5,7,7,8,8
2009,1,11,10,16318,21,20,22,21,16,12,12,12,12,7,7,5,7,8,8,8
2009,1,11,11,16783,21,22,24,24,16,12,12,12,12,8,7,6,8,9,7,7
2009,1,11,12,16899,22,24,26,26,16,13,12,13,11,8,8,7,8,7,7,7
2009,1,11,13,16712,23,25,27,27,17,13,13,13,11,8,9,8,6,8,7,6
2009,1,11,14,16390,24,26,28,27,17,12,12,13,11,8,9,8,6,6,6,5
2009,1,11,15,16388,25,26,28,27,17,11,12,13,9,8,8,7,4,5,5,4
2009,1,11,16,17367,24,27,27,26,17,10,12,12,7,9,8,6,4,5,4,2
2009,1,11,17,18844,23,26,26,25,17,9,12,12,3,8,7,6,4,4,4,1
2009,1,11,18,18710,23,24,25,25,16,8,12,12,3,8,6,6,6,4,3,1
2009,1,11,19,18152,23,23,23,23,16,7,12,11,5,8,4,5,6,2,2,1
2009,1,11,20,17376,22,22,22,22,15,7,11,10,6,7,4,5,5,3,2,2
2009,1,11,21,16264,21,21,20,21,15,7,10,10,5,7,4,4,5,3,2,2
2009,1,11,22,14931,21,20,19,19,14,7,10,10,6,7,4,4,5,4,2,2
2009,1,11,23,13773,20,19,18,19,14,7,10,10,3,6,4,4,6,5,3,3
2009,1,12,0,12955,20,18,17,17,14,6,10,9,4,6,3,3,7,5,3,6
2009,1,12,1,12570,20,18,16,15,14,6,10,10,5,5,3,2,7,6,4,7
2009,1,12,2,12410,20,18,16,15,14,6,10,10,5,6,3,3,7,6,5,8
2009,1,12,3,12445,19,17,15,15,13,7,11,10,5,6,3,3,7,6,6,9
2009,1,12,4,12864,19,17,16,15,13,8,11,11,6,6,3,4,7,6,6,9
2009,1,12,5,14040,19,17,16,16,13,8,12,11,6,6,3,4,8,5,6,9
2009,1,12,6,16305,19,17,16,16,13,9,12,12,7,6,4,4,6,6,6,9
2009,1,12,7,17590,19,17,18,17,12,10,12,13,5,7,4,4,6,7,6,9
2009,1,12,8,17829,18,19,19,20,12,12,14,15,5,7,5,6,4,7,6,9
2009,1,12,9,17849,18,22,22,23,12,14,15,16,8,8,6,7,3,6,7,9
2009,1,12,10,17791,21,26,25,27,12,16,16,18,9,8,7,9,4,7,7,10
2009,1,12,11,17646,22,29,28,30,12,18,18,20,11,8,8,10,1,7,8,10
2009,1,12,12,17418,24,31,30,31,11,20,19,21,9,8,8,10,1,8,8,10
2009,1,12,13,17248,26,33,32,33,12,21,20,22,12,8,9,11,1,9,8,10
2009,1,12,14,17050,26,34,34,34,11,22,22,23,11,9,9,11,1,9,8,10
2009,1,12,15,17085,27,34,35,34,12,24,23,23,10,8,9,11,1,9,8,9
2009,1,12,16,18061,26,34,35,34,12,24,24,24,8,9,9,11,0,9,8,9
2009,1,12,17,19652,25,35,34,33,12,25,24,25,7,9,8,10,0,9,9,9
2009,1,12,18,19681,24,35,34,33,12,25,25,25,6,9,8,9,1,9,9,10
2009,1,12,19,19237,20,35,34,32,11,25,25,25,4,9,7,9,1,9,9,10
2009,1,12,20,18509,18,34,33,31,10,26,25,25,4,7,7,8,1,9,9,10
2009,1,12,21,17336,18,34,32,31,10,27,25,25,3,7,8,8,2,9,9,9
2009,1,12,22,15814,19,33,32,30,11,28,25,25,5,6,8,9,3,10,9,9
2009,1,12,23,14432,18,33,31,30,11,28,24,24,4,5,9,9,3,10,9,9
2009,1,13,0,13569,16,32,31,28,11,26,24,25,4,7,8,7,3,10,9,10
2009,1,13,1,13201,16,32,30,28,11,25,23,23,4,7,8,9,2,10,9,10
2009,1,13,2,13016,17,29,29,26,11,22,21,20,3,7,10,11,3,8,7,9
2009,1,13,3,13028,16,26,27,25,10,18,18,18,3,8,12,13,3,7,5,7
2009,1,13,4,13360,15,24,25,23,11,14,15,15,3,8,14,15,3,6,3,6
2009,1,13,5,14590,15,20,22,21,10,10,12,12,4,10,14,16,4,4,3,5
2009,1,13,6,16833,15,18,20,19,10,7,10,10,3,10,15,15,3,3,2,4
2009,1,13,7,18003,16,15,18,17,11,3,7,8,4,10,15,16,2,3,1,3
2009,1,13,8,18040,16,14,16,16,11,2,4,5,5,11,16,16,3,3,1,2
2009,1,13,9,18007,18,14,15,15,12,1,2,4,4,11,16,16,2,2,1,1
2009,1,13,10,18030,23,15,15,15,16,0,-1,2,5,11,17,16,4,2,1,1
2009,1,13,11,17960,26,16,15,16,18,0,-1,1,6,10,16,16,5,2,1,0
2009,1,13,12,17799,28,16,16,17,20,-1,-1,1,6,11,15,15,5,1,1,0
2009,1,13,13,17712,30,16,17,18,22,-2,-2,1,9,10,14,14,5,2,1,0
2009,1,13,14,17508,31,17,17,18,23,-2,-2,1,8,10,13,13,5,2,2,1
2009,1,13,15,17522,32,16,17,17,25,-3,-2,0,7,10,11,12,5,3,2,1
2009,1,13,16,18478,32,15,16,17,26,-3,-2,0,7,10,10,10,6,3,2,1
2009,1,13,17,19567,33,14,15,16,26,-3,-2,0,6,9,9,9,8,4,3,2
2009,1,13,18,19382,33,13,14,15,27,-2,-2,0,6,9,8,9,8,6,5,2
2009,1,13,19,18826,33,13,13,14,28,-2,-2,0,5,9,7,8,8,6,6,3
2009,1,13,20,17991,33,12,12,13,28,-2,-2,0,7,8,7,7,8,5,7,5
2009,1,13,21,16755,33,12,12,13,29,-2,-2,0,5,8,6,6,7,7,8,6
2009,1,13,22,15194,32,11,11,12,29,-1,-2,0,4,7,6,5,7,7,8,9
2009,1,13,23,13717,32,11,10,11,29,0,-1,0,3,6,5,5,7,8,9,9
2009,1,14,0,12771,32,11,10,11,29,1,-1,-1,4,6,5,5,7,10,8,9
2009,1,14,1,12339,31,10,10,11,28,2,-1,0,6,5,5,4,7,9,8,9
