year,month,day,hour,load,temp,tempf1,tempf2,tempf3,hum,humf1,humf2,humf3,ws,wsf1,wsf2,wsf3,cc,ccf1,ccf2,ccf3
2009,10,18,17,15784,37,51,49,48,34,35,35,36,14,10,10,10,8,6,9,5
2009,10,18,18,16414,36,50,47,46,34,34,35,36,13,8,9,10,8,6,9,5
2009,10,18,19,16135,36,48,46,45,34,34,35,37,13,7,8,9,8,5,8,5
2009,10,18,20,15469,36,47,44,43,33,33,35,37,13,7,7,8,8,3,8,5
2009,10,18,21,14420,36,45,43,42,33,33,35,37,12,6,6,7,8,3,7,5
2009,10,18,22,13067,36,44,43,41,33,33,35,36,12,6,6,7,8,2,6,4
2009,10,18,23,11847,36,43,42,41,34,33,34,36,10,5,6,6,8,2,6,4
2009,10,19,0,11028,36,41,39,40,34,31,29,30,9,4,4,5,6,2,1,2
2009,10,19,1,10631,36,41,38,39,34,31,29,31,7,4,4,5,8,2,2,2
2009,10,19,2,10452,37,40,38,39,33,31,30,31,8,5,4,5,4,3,2,2
2009,10,19,3,10435,36,40,37,39,33,32,30,31,8,5,4,5,3,4,3,3
2009,10,19,4,10758,35,39,38,38,32,32,31,31,8,4,4,5,3,4,5,4
2009,10,19,5,11900,36,39,37,39,31,32,31,32,7,4,4,4,3,4,5,5
2009,10,19,6,14145,36,39,37,40,30,32,32,32,9,4,5,5,2,6,5,5
2009,10,19,7,15405,34,40,36,39,29,33,33,33,8,5,5,5,1,7,5,5
2009,10,19,8,15651,36,41,38,40,29,34,34,34,6,5,5,5,1,7,5,6
2009,10,19,9,15782,39,45,42,43,31,35,35,35,9,5,6,6,0,7,5,5
2009,10,19,10,15827,42,48,48,48,31,37,36,36,8,6,8,8,0,6,5,5
2009,10,19,11,15719,46,51,52,52,30,38,37,37,11,7,9,9,0,5,5,5
2009,10,19,12,15495,49,54,55,55,31,39,37,38,8,7,10,10,0,6,5,4
2009,10,19,13,15308,51,57,58,58,30,40,38,39,8,8,10,10,0,7,5,4
2009,10,19,14,14986,53,59,60,59,28,41,39,40,4,9,11,10,0,6,5,3
2009,10,19,15,14704,53,59,60,60,28,41,40,41,8,9,10,10,0,7,5,3
2009,10,19,16,15034,53,59,60,60,28,41,40,41,6,9,10,9,0,7,4,2
2009,10,19,17,15520,53,58,59,58,26,41,41,41,7,9,9,9,1,7,4,2
2009,10,19,18,16678,50,56,57,56,27,42,42,42,4,7,8,7,0,7,4,2
2009,10,19,19,16666,45,54,55,54,29,42,42,43,4,7,7,7,0,7,4,3
2009,10,19,20,16062,45,53,52,52,28,43,43,44,3,6,5,6,0,7,3,3
2009,10,19,21,14930,41,51,50,50,29,43,43,44,5,6,5,6,0,7,3,4
2009,10,19,22,13444,40,50,49,49,30,42,43,43,4,6,4,6,0,7,3,4
2009,10,19,23,12071,38,49,49,48,30,42,43,43,3,5,4,5,0,6,2,5
2009,10,20,0,11184,37,49,48,48,29,43,43,44,4,6,4,5,0,7,8,8
2009,10,20,1,10758,37,49,47,47,29,43,43,44,3,5,3,5,0,7,8,8
2009,10,20,2,10585,36,48,47,47,30,43,43,44,2,5,3,5,0,8,8,8
2009,10,20,3,10576,35,47,47,47,29,43,43,43,3,5,3,4,0,8,8,7
2009,10,20,4,10894,35,46,46,46,29,43,43,43,2,5,3,4,0,7,8,7
2009,10,20,5,12043,35,46,45,46,28,43,42,43,4,4,3,4,1,8,7,6
2009,10,20,6,14266,36,46,45,45,29,43,42,43,4,4,3,4,2,8,7,5
2009,10,20,7,15467,36,47,44,44,29,43,42,42,4,4,3,4,3,8,7,5
2009,10,20,8,15666,38,48,45,45,30,43,43,43,4,4,3,4,2,8,7,5
2009,10,20,9,15695,41,50,49,48,32,45,43,43,4,4,4,5,3,8,6,4
2009,10,20,10,15729,46,53,53,52,32,45,44,44,5,5,4,5,2,8,6,3
2009,10,20,11,15656,51,55,56,56,33,45,44,44,5,5,5,6,1,8,5,3
2009,10,20,12,15484,54,56,58,59,35,45,44,44,6,6,5,6,2,9,6,2
2009,10,20,13,15388,58,58,60,60,37,45,44,44,7,6,5,6,1,9,6,3
2009,10,20,14,15165,61,58,62,61,38,46,44,44,7,7,6,5,2,9,6,3
2009,10,20,15,15032,63,59,62,61,38,45,44,44,9,7,6,6,1,9,6,3
2009,10,20,16,15093,63,59,61,60,39,46,45,44,9,7,5,6,1,9,6,3
2009,10,20,17,15514,62,58,60,59,40,46,45,44,9,6,5,5,1,9,5,3
2009,10,20,18,16574,58,57,57,57,41,46,45,44,6,4,4,4,2,9,5,3
2009,10,20,19,16488,55,55,55,55,41,46,46,45,6,3,3,3,2,9,6,3
2009,10,20,20,15769,54,54,53,53,42,47,46,45,5,3,3,2,3,9,6,3
2009,10,20,21,14618,51,53,52,51,42,47,46,45,6,3,3,2,3,10,7,4
2009,10,20,22,13092,51,52,51,51,42,47,46,45,7,3,3,2,3,10,7,4
2009,10,20,23,11735,51,51,50,50,42,46,46,45,5,3,3,2,3,10,7,5
2009,10,21,0,10795,51,52,50,50,42,48,46,47,5,4,3,3,5,10,8,7
2009,10,21,1,10341,50,51,49,50,42,48,46,47,5,4,3,4,4,10,8,7
2009,10,21,2,10128,50,51,48,49,42,48,46,46,7,4,3,4,4,10,9,8
2009,10,21,3,10087,49,50,48,49,42,48,46,47,5,4,3,4,4,10,8,8
2009,10,21,4,10361,47,50,48,49,42,48,46,47,4,4,3,4,3,10,8,8
2009,10,21,5,11397,46,50,48,49,41,48,45,47,4,4,4,4,2,10,8,9
2009,10,21,6,13586,47,50,47,49,42,48,45,47,4,4,4,5,1,10,8,9
2009,10,21,7,14860,47,50,47,49,42,48,45,48,3,4,5,5,3,9,8,9
2009,10,21,8,15138,48,50,49,50,42,48,47,49,7,4,5,6,3,9,8,9
2009,10,21,9,15251,51,52,52,54,44,49,47,49,4,5,5,7,2,9,7,9
2009,10,21,10,15405,55,54,56,57,44,50,48,49,4,6,7,8,3,9,7,9
2009,10,21,11,15460,57,57,59,61,45,50,48,49,5,7,8,10,4,9,7,10
2009,10,21,12,15402,60,60,62,63,45,50,48,49,5,8,9,11,3,9,6,10
2009,10,21,13,15399,61,61,64,64,45,50,48,50,4,9,10,11,3,9,6,10
2009,10,21,14,15244,63,62,66,65,45,51,48,49,6,9,11,12,5,9,5,9
2009,10,21,15,15094,62,64,66,66,46,50,48,49,6,9,10,12,5,9,5,9
2009,10,21,16,15173,60,63,66,65,46,50,48,49,7,10,10,12,3,8,5,9
2009,10,21,17,15592,59,63,65,65,46,49,48,48,6,10,11,11,5,8,5,9
2009,10,21,18,16530,57,62,63,63,46,49,48,48,6,9,10,11,2,7,5,9
2009,10,21,19,16380,55,60,60,61,46,49,48,49,3,8,10,11,4,8,5,9
2009,10,21,20,15688,54,58,58,59,46,49,49,49,3,8,9,10,5,8,6,9
2009,10,21,21,14484,52,57,57,57,46,49,48,48,3,8,9,10,4,7,6,9
2009,10,21,22,13018,53,56,56,56,47,47,47,48,3,7,9,10,4,7,5,9
2009,10,21,23,11603,53,54,54,54,46,47,46,46,3,8,9,10,5,7,5,9
2009,10,22,0,10726,52,52,52,52,46,43,44,45,5,7,9,8,5,6,6,8
2009,10,22,1,10250,51,50,51,51,47,42,43,44,4,8,9,9,6,7,6,8
2009,10,22,2,9983,51,48,49,49,47,41,41,42,3,8,9,9,5,8,5,8
2009,10,22,3,9909,51,47,47,47,47,39,39,40,1,8,9,10,6,9,4,8
2009,10,22,4,10144,50,45,46,46,47,37,38,38,4,8,9,10,5,7,4,9
2009,10,22,5,11199,49,44,44,44,46,36,36,36,3,8,9,9,3,7,3,9
2009,10,22,6,13344,49,43,42,42,46,34,35,34,4,8,9,9,2,7,3,9
2009,10,22,7,14642,49,41,41,41,46,32,34,33,4,8,8,9,2,7,3,9
2009,10,22,8,14975,49,40,41,40,47,31,33,31,3,7,9,9,3,7,3,9
2009,10,22,9,15196,51,41,42,42,48,32,32,31,5,8,9,9,3,7,3,9
2009,10,22,10,15388,54,42,44,44,49,31,31,31,6,8,9,9,3,7,4,9
2009,10,22,11,15472,57,43,45,46,49,31,30,31,6,7,9,9,3,7,4,9
2009,10,22,12,15446,60,45,47,47,48,31,30,31,7,7,9,9,3,7,5,9
2009,10,22,13,15476,63,45,48,49,47,31,30,31,9,8,8,8,2,7,5,9
2009,10,22,14,15307,65,46,49,50,46,32,30,31,9,8,8,8,2,8,5,9
2009,10,22,15,15113,65,46,50,50,42,32,30,31,11,7,7,8,1,8,6,9
2009,10,22,16,15135,63,46,50,50,43,33,31,32,10,7,7,8,3,9,6,9
2009,10,22,17,15498,62,45,49,49,46,33,31,32,8,7,7,8,3,9,7,10
2009,10,22,18,16401,60,43,47,48,46,33,32,33,9,6,6,7,3,9,7,10
2009,10,22,19,16309,60,42,45,46,48,34,33,34,9,6,6,6,3,9,8,10
2009,10,22,20,15641,60,42,44,45,47,35,34,35,11,6,5,6,4,10,8,10
2009,10,22,21,14507,61,42,43,44,43,36,34,35,11,6,5,6,3,10,8,10
2009,10,22,22,13031,61,42,42,44,41,37,35,36,10,7,6,7,5,10,8,10
2009,10,22,23,11639,60,43,42,44,44,38,36,36,11,7,6,7,2,10,9,10
2009,10,23,0,10709,59,42,39,44,45,39,37,38,11,8,9,8,4,10,10,10
2009,10,23,1,10184,55,43,40,45,43,39,38,39,14,9,10,9,5,10,10,10
2009,10,23,2,9907,53,43,43,45,41,41,41,40,13,9,10,10,5,10,9,10
2009,10,23,3,9816,50,45,43,46,38,42,42,41,13,9,10,11,2,10,10,10
2009,10,23,4,10058,46,46,45,46,35,44,43,42,11,8,11,11,2,10,10,10
2009,10,23,5,11051,44,48,46,47,33,46,44,44,11,9,11,11,2,10,10,10
2009,10,23,6,13122,42,49,47,48,33,47,45,46,10,9,11,10,2,10,10,10
2009,10,23,7,14393,40,50,47,48,31,49,47,47,10,8,10,10,2,10,10,10
2009,10,23,8,14803,40,51,49,50,30,50,48,48,9,8,10,10,2,10,10,10
2009,10,23,9,15082,41,53,51,52,30,52,50,50,9,9,11,11,2,10,10,10
2009,10,23,10,15258,42,55,53,54,30,53,51,50,9,9,11,12,4,10,10,10
2009,10,23,11,15212,43,57,56,56,30,54,53,51,10,10,12,13,4,10,10,10
2009,10,23,12,15068,44,59,58,57,31,55,54,52,7,10,12,13,3,10,10,10
2009,10,23,13,14964,45,61,60,59,31,55,55,53,8,11,12,13,3,10,10,10
2009,10,23,14,14767,46,62,62,60,31,57,56,55,10,11,13,13,4,10,9,10
2009,10,23,15,14621,46,63,62,61,32,57,56,55,8,11,13,13,2,10,10,10
2009,10,23,16,14752,46,63,62,61,32,58,57,55,8,12,12,13,3,10,9,10
2009,10,23,17,15326,45,63,62,61,33,58,58,56,8,12,13,13,5,10,10,10
2009,10,23,18,16043,44,62,61,60,33,59,58,57,7,12,13,14,6,10,9,10
2009,10,23,19,15685,44,62,60,60,34,60,58,57,8,12,13,15,6,10,9,10
2009,10,23,20,15061,44,62,60,60,35,60,58,57,8,11,13,15,7,10,9,10
2009,10,23,21,14212,43,62,60,59,36,59,58,57,9,11,13,15,8,10,10,10
2009,10,23,22,13056,43,61,60,59,37,59,57,57,9,11,13,15,8,10,10,9
2009,10,23,23,11906,43,60,60,58,38,58,57,56,8,10,12,14,8,10,10,9
2009,10,24,0,11007,43,61,60,59,39,59,58,56,10,12,13,13,8,10,9,10
2009,10,24,1,10463,43,60,59,58,40,58,58,56,11,11,13,12,8,10,9,10
2009,10,24,2,10168,43,59,59,57,41,57,57,55,10,9,12,11,8,10,9,10
2009,10,24,3,10027,44,58,58,56,41,55,55,53,11,10,12,11,8,10,8,9
2009,10,24,4,10069,44,56,56,55,42,52,53,52,10,9,11,11,6,10,8,9
2009,10,24,5,10402,44,54,55,53,43,49,51,50,9,8,10,10,6,10,7,8
2009,10,24,6,11121,45,52,53,52,44,47,49,48,7,8,9,10,6,7,6,8
2009,10,24,7,12028,46,50,52,51,45,44,47,46,6,7,9,10,6,5,6,7
2009,10,24,8,13170,47,49,51,50,45,43,45,44,6,8,9,9,6,5,6,6
2009,10,24,9,14124,48,50,51,51,47,42,44,43,5,8,9,10,8,4,5,5
2009,10,24,10,14614,49,52,53,52,47,42,43,42,5,9,10,11,8,4,4,4
2009,10,24,11,14769,49,54,54,54,48,41,41,41,6,10,11,11,6,4,3,2
2009,10,24,12,14685,50,56,56,55,49,40,40,40,7,10,11,12,6,5,3,2
2009,10,24,13,14526,51,57,57,56,50,39,39,39,4,11,11,12,6,5,3,2
2009,10,24,14,14341,52,57,58,56,51,38,38,39,4,10,11,11,6,4,3,2
2009,10,24,15,14224,53,58,58,56,52,38,38,38,6,10,10,11,7,4,3,2
2009,10,24,16,14371,59,57,57,56,56,37,37,38,11,10,10,11,8,3,3,1
2009,10,24,17,14930,60,56,56,55,58,36,37,38,12,9,10,10,7,3,2,1
2009,10,24,18,15406,62,53,53,53,59,36,37,38,16,7,9,8,7,3,2,1
2009,10,24,19,15017,61,51,51,51,59,36,37,38,12,7,7,8,8,3,2,1
2009,10,24,20,14467,62,49,49,49,60,36,37,37,13,6,5,6,8,2,2,1
2009,10,24,21,13727,62,47,47,47,60,36,36,37,14,6,5,6,8,2,1,1
2009,10,24,22,12733,63,46,46,46,62,35,36,36,12,6,5,6,8,1,2,1
2009,10,24,23,11683,63,45,45,45,62,35,36,36,12,5,5,5,8,1,1,1
2009,10,25,0,10765,63,44,46,45,61,35,36,36,14,6,6,6,8,2,1,3
2009,10,25,1,10169,62,44,45,44,60,35,36,36,10,5,6,6,5,2,1,3
2009,10,25,2,9798,61,43,43,43,58,35,35,36,8,5,5,6,4,3,1,2
2009,10,25,3,9588,59,42,42,42,54,34,34,35,11,5,5,5,4,2,1,2
2009,10,25,4,9523,57,41,41,41,51,34,34,35,13,5,5,5,3,2,1,1
2009,10,25,5,9681,54,40,40,40,47,34,33,34,9,5,5,4,2,2,1,1
2009,10,25,6,10158,53,40,38,39,45,33,33,34,10,4,5,4,2,2,1,0
2009,10,25,7,10708,51,39,38,38,42,33,33,33,10,5,5,4,2,3,1,0
2009,10,25,8,11697,50,41,39,38,41,33,32,33,11,5,4,4,1,2,1,0
2009,10,25,9,12519,51,43,42,41,40,33,32,33,13,5,5,5,1,2,2,0
2009,10,25,10,12931,53,46,46,45,39,34,33,34,14,5,6,5,1,2,1,0
2009,10,25,11,13171,55,49,50,50,39,33,33,34,14,6,6,6,1,2,2,0
2009,10,25,12,13194,57,52,53,53,39,32,33,34,15,6,6,6,1,2,3,0
2009,10,25,13,13070,58,54,54,55,39,32,32,33,12,7,6,6,1,2,2,0
2009,10,25,14,12910,59,55,57,56,38,32,32,34,13,6,5,5,1,3,3,0
2009,10,25,15,12865,60,55,57,57,38,32,33,34,10,6,5,5,1,2,3,1
2009,10,25,16,13151,59,55,57,57,37,31,33,34,12,6,5,5,2,2,3,1
2009,10,25,17,13882,58,54,56,55,37,32,33,35,10,6,5,4,2,2,4,2
2009,10,25,18,15142,55,53,54,53,37,32,34,35,8,5,4,4,3,2,3,3
2009,10,25,19,15049,53,50,51,51,37,33,34,36,9,5,3,3,2,2,3,3
2009,10,25,20,14441,51,48,48,48,37,33,34,36,8,5,3,2,1,1,2,3
2009,10,25,21,13404,49,46,46,46,37,33,34,36,6,4,2,2,1,2,3,4
2009,10,25,22,12179,48,44,45,45,37,33,34,36,5,4,2,2,1,3,4,5
2009,10,25,23,11074,45,43,44,44,37,33,34,36,4,4,2,2,1,4,5,6
2009,10,26,0,10288,45,42,44,43,36,34,36,35,4,5,3,3,0,5,2,6
2009,10,26,1,9831,43,41,43,43,35,34,36,34,5,5,3,3,0,6,3,6
2009,10,26,2,9630,42,41,42,41,35,34,36,35,6,5,4,4,0,6,4,6
2009,10,26,3,9605,42,40,41,41,34,34,36,34,5,5,4,4,0,6,4,7
2009,10,26,4,9954,42,40,41,40,34,34,36,35,4,5,4,4,0,6,4,7
2009,10,26,5,11098,41,40,39,39,34,34,36,35,6,4,4,3,0,7,4,8
2009,10,26,6,13400,40,40,38,39,34,35,36,35,4,5,4,4,0,7,5,8
2009,10,26,7,14740,39,40,38,39,33,35,36,35,4,5,4,4,1,7,5,8
2009,10,26,8,15088,39,40,40,40,33,36,37,36,4,5,4,4,1,8,5,9
2009,10,26,9,15221,44,42,43,43,35,37,38,37,5,5,5,6,1,8,6,9
2009,10,26,10,15384,48,45,47,46,34,38,39,37,6,6,6,7,1,8,6,9
2009,10,26,11,15371,51,48,50,50,34,39,40,38,6,7,7,8,1,9,6,10
2009,10,26,12,15270,53,50,53,52,34,39,40,39,4,7,8,8,1,9,7,10
2009,10,26,13,15204,56,51,54,54,33,40,41,39,6,9,8,8,1,10,7,10
2009,10,26,14,15018,56,52,56,55,33,41,41,39,4,8,8,8,1,10,7,10
2009,10,26,15,14852,57,52,56,55,32,41,42,40,4,8,7,8,1,9,7,10
2009,10,26,16,14934,57,52,56,55,32,42,42,40,5,8,7,8,2,10,7,10
2009,10,26,17,15538,57,51,55,54,33,43,43,41,3,7,6,7,2,10,8,10
2009,10,26,18,16684,53,50,54,52,35,43,43,42,3,5,5,6,2,10,8,10
2009,10,26,19,16463,49,50,52,51,36,44,43,42,1,5,4,5,1,10,8,10
2009,10,26,20,15733,47,49,50,49,38,45,44,43,2,4,3,4,1,10,9,10
2009,10,26,21,14551,47,48,50,49,36,45,44,43,4,5,3,4,1,10,8,10
2009,10,26,22,13021,44,48,49,48,36,44,45,43,1,5,3,4,1,10,8,10
2009,10,26,23,11681,43,48,48,48,36,44,45,43,1,6,3,4,1,10,7,10
2009,10,27,0,10797,42,49,47,46,36,48,45,44,1,5,5,4,1,10,9,10
2009,10,27,1,10362,41,49,47,47,36,47,45,45,1,5,5,5,0,10,9,10
2009,10,27,2,10153,40,49,47,46,36,48,44,45,4,6,5,5,1,10,8,10
2009,10,27,3,10129,39,49,46,46,36,48,44,44,2,7,6,5,1,10,8,10
2009,10,27,4,10402,40,49,45,45,37,47,44,43,3,7,6,5,1,10,8,10
2009,10,27,5,11483,40,49,44,44,36,47,44,43,2,8,6,5,2,10,7,10
2009,10,27,6,13686,40,49,43,44,36,48,42,43,2,8,6,6,3,10,7,10
2009,10,27,7,15123,41,48,43,44,38,47,42,43,3,8,7,6,7,10,8,10
2009,10,27,8,15412,42,48,44,45,38,47,42,43,6,8,8,7,7,10,8,10
2009,10,27,9,15604,43,49,45,46,40,48,44,43,6,10,8,8,6,10,9,10
2009,10,27,10,15831,45,49,47,47,41,47,44,44,6,10,8,9,6,10,9,10
2009,10,27,11,15860,46,50,49,49,41,47,45,44,6,11,9,9,5,10,9,10
2009,10,27,12,15752,48,50,50,50,42,46,45,44,7,11,10,10,7,10,9,10
2009,10,27,13,15664,49,50,51,51,43,46,44,43,8,11,10,11,7,10,9,10
2009,10,27,14,15547,50,50,51,51,44,45,44,43,8,11,10,10,7,10,9,10
2009,10,27,15,15551,50,50,51,51,44,45,44,43,8,12,10,11,8,10,9,10
2009,10,27,16,15872,49,49,50,51,44,45,44,43,7,11,10,10,8,10,9,10
2009,10,27,17,16600,48,48,49,50,45,44,43,43,7,10,10,10,8,10,9,10
2009,10,27,18,17090,48,47,48,50,45,43,43,43,7,10,10,10,8,10,9,10
2009,10,27,19,16688,48,47,47,49,46,43,43,43,7,9,10,10,6,10,9,10
2009,10,27,20,15939,48,46,46,47,46,42,42,43,7,9,9,10,6,10,9,10
2009,10,27,21,14733,48,46,45,47,46,42,41,43,7,8,9,10,6,10,9,10
2009,10,27,22,13179,48,45,45,46,46,42,41,43,5,8,8,9,6,10,9,10
2009,10,27,23,11773,48,45,44,46,46,41,40,43,6,8,8,8,6,10,8,9
2009,10,28,0,10837,48,44,45,45,46,41,43,42,7,10,10,9,5,10,9,10
2009,10,28,1,10364,48,44,44,45,46,40,42,42,8,10,9,9,5,10,9,10
2009,10,28,2,10125,48,43,43,44,46,39,41,41,7,9,9,9,5,10,8,10
2009,10,28,3,10054,47,43,42,43,46,39,40,40,7,9,8,8,5,10,7,9
2009,10,28,4,10309,47,43,42,42,46,39,39,39,8,9,8,7,7,10,6,8
2009,10,28,5,11384,47,42,41,42,46,38,39,38,8,8,7,7,8,10,5,8
2009,10,28,6,13560,47,42,40,40,46,38,38,38,8,8,7,7,8,10,5,7
2009,10,28,7,15128,47,41,40,39,46,37,38,38,9,8,7,7,8,10,5,7
2009,10,28,8,15451,47,41,41,40,46,37,38,38,11,7,6,7,8,9,5,6
2009,10,28,9,15684,48,43,43,42,46,38,38,38,12,8,7,7,6,9,6,5
2009,10,28,10,15908,48,45,45,45,47,38,38,38,12,8,7,8,6,9,5,5
2009,10,28,11,15973,49,47,48,48,47,38,39,38,13,7,7,7,6,8,6,4
2009,10,28,12,15933,49,49,51,51,47,38,39,38,13,7,7,7,6,8,5,3
2009,10,28,13,15926,49,50,53,52,48,38,39,38,16,7,6,7,6,8,5,3
2009,10,28,14,15830,49,51,55,54,48,38,38,38,15,6,6,7,8,8,4,3
2009,10,28,15,15898,49,52,56,54,47,37,38,38,17,6,6,6,8,8,4,2
2009,10,28,16,16245,48,52,56,54,46,37,38,38,17,6,6,5,8,7,4,2
2009,10,28,17,16802,48,51,55,53,46,38,38,38,17,5,5,4,8,7,4,2
2009,10,28,18,17187,47,50,53,51,45,38,38,39,17,4,4,4,8,6,3,2
2009,10,28,19,16777,47,48,50,49,45,38,39,39,16,4,4,4,8,6,2,2
2009,10,28,20,16051,47,47,48,46,44,38,39,39,14,4,3,3,6,6,2,2
2009,10,28,21,14872,47,46,47,45,44,38,39,39,15,4,3,3,6,5,3,2
2009,10,28,22,13330,47,46,46,44,44,38,39,38,15,3,3,2,8,5,3,2
2009,10,28,23,11953,46,44,45,43,43,37,39,38,14,3,2,2,8,4,4,3
2009,10,29,0,11021,45,43,44,43,42,37,38,38,14,3,3,2,8,6,3,3
2009,10,29,1,10540,45,42,42,42,42,37,37,37,13,4,2,3,8,6,3,3
2009,10,29,2,10277,45,42,41,41,41,37,37,37,12,3,2,2,8,6,2,3
2009,10,29,3,10214,44,42,41,40,41,36,37,37,11,3,2,3,8,7,3,4
2009,10,29,4,10500,44,42,41,40,40,36,37,36,12,3,2,2,8,7,3,4
2009,10,29,5,11571,43,41,39,39,39,36,36,36,11,3,2,1,7,7,3,5
2009,10,29,6,13759,43,41,38,39,39,36,36,36,9,4,2,2,7,7,4,6
2009,10,29,7,15131,42,41,38,39,38,36,36,37,9,4,2,2,4,8,4,6
2009,10,29,8,15321,41,42,40,40,37,37,37,37,8,4,2,2,4,8,4,6
2009,10,29,9,15448,43,43,43,43,38,37,38,38,8,4,3,3,5,8,5,6
2009,10,29,10,15531,45,46,47,47,37,38,39,39,9,4,4,5,3,9,6,6
2009,10,29,11,15477,47,49,51,50,37,38,40,40,8,5,5,6,2,9,7,6
2009,10,29,12,15337,48,51,54,53,37,38,40,40,7,6,5,7,2,9,7,6
2009,10,29,13,15212,50,52,56,55,37,38,40,40,8,7,7,8,2,10,6,6
2009,10,29,14,15026,51,53,57,56,37,38,40,40,5,7,7,9,1,9,4,7
2009,10,29,15,14865,52,53,57,56,38,38,40,41,7,7,8,9,1,9,5,7
2009,10,29,16,14916,52,53,57,56,38,38,41,41,4,7,8,9,1,8,5,7
2009,10,29,17,15507,51,52,56,55,38,39,41,41,4,7,8,9,1,7,6,7
2009,10,29,18,16607,49,50,54,54,38,39,42,42,3,6,8,8,1,7,6,7
2009,10,29,19,16438,47,49,52,52,39,40,42,43,2,6,7,8,2,7,7,8
2009,10,29,20,15831,47,48,50,51,39,41,43,44,4,6,7,7,5,7,7,8
2009,10,29,21,14758,46,48,50,50,39,41,43,45,4,6,6,8,4,8,7,9
2009,10,29,22,13248,46,48,48,50,40,42,44,45,3,6,7,8,4,9,6,9
2009,10,29,23,11847,46,48,48,50,41,43,44,46,3,6,7,9,6,10,6,10
2009,10,30,0,10914,46,50,48,48,40,44,43,44,3,7,8,8,8,10,8,10
2009,10,30,1,10374,46,50,47,48,40,45,44,45,2,8,8,8,8,10,9,10
2009,10,30,2,10102,46,51,47,49,40,46,45,46,2,7,8,9,8,10,8,10
2009,10,30,3,10040,46,52,47,49,40,47,46,47,3,8,8,9,8,10,8,10
2009,10,30,4,10299,46,53,48,49,40,48,47,47,2,8,8,9,8,10,8,10
2009,10,30,5,11303,46,54,49,50,40,49,47,47,2,9,8,9,8,10,8,10
2009,10,30,6,13391,46,54,50,51,39,50,48,49,3,9,9,10,8,10,8,10
2009,10,30,7,14828,46,55,51,51,39,51,49,49,2,9,9,10,8,10,9,10
2009,10,30,8,15121,46,55,53,52,40,52,51,51,2,9,9,11,8,10,9,10
2009,10,30,9,15292,47,58,56,54,40,53,52,52,4,10,10,13,7,10,9,9
2009,10,30,10,15379,48,60,58,57,40,54,54,53,4,11,12,14,6,10,9,9
2009,10,30,11,15307,50,62,61,60,40,55,55,54,7,12,14,16,8,10,9,9
2009,10,30,12,15114,52,64,63,62,40,55,55,54,7,13,14,17,6,10,9,9
2009,10,30,13,15000,53,66,65,63,40,56,56,54,7,15,15,18,7,10,9,9
2009,10,30,14,14752,54,67,66,65,41,57,56,55,10,15,16,18,7,10,9,8
2009,10,30,15,14582,54,67,67,65,41,57,56,54,10,15,15,18,7,10,9,8
2009,10,30,16,14636,54,68,66,64,41,58,56,54,10,15,15,18,7,10,9,8
2009,10,30,17,15199,53,67,65,63,42,58,55,54,10,14,14,18,7,10,9,8
2009,10,30,18,15959,52,65,64,62,42,58,55,55,9,13,13,16,5,10,9,8
2009,10,30,19,15541,50,64,63,62,43,59,55,56,10,12,12,14,3,10,9,8
2009,10,30,20,14941,49,63,61,61,42,58,55,56,9,12,12,12,4,10,9,9
2009,10,30,21,14089,48,62,60,60,43,57,53,55,10,10,11,11,5,10,9,9
2009,10,30,22,12929,49,60,59,60,43,55,52,55,9,10,10,10,5,10,8,9
2009,10,30,23,11684,48,59,58,58,43,53,51,54,9,8,9,9,6,10,8,9
2009,10,31,0,10753,49,56,58,56,44,52,53,52,10,8,11,10,6,10,9,10
2009,10,31,1,10213,49,54,56,55,44,50,51,51,11,8,10,9,6,10,9,10
2009,10,31,2,9896,50,52,54,52,45,48,49,46,11,7,9,9,7,10,9,9
2009,10,31,3,9740,50,51,52,51,46,47,47,44,10,7,8,8,7,10,8,9
2009,10,31,4,9782,51,50,50,49,48,46,45,42,9,6,7,8,7,10,6,8
2009,10,31,5,10133,52,49,49,48,49,44,43,41,10,6,7,7,8,9,5,8
2009,10,31,6,10869,53,48,47,47,51,43,42,40,10,6,6,7,7,8,5,8
2009,10,31,7,11777,54,47,45,47,53,42,41,39,10,6,6,6,6,8,5,7
2009,10,31,8,12867,57,47,46,48,55,41,39,38,12,5,6,8,7,7,5,6
2009,10,31,9,13690,60,48,47,50,56,40,39,38,15,6,8,9,7,7,4,6
2009,10,31,10,14111,62,50,50,51,58,40,38,37,16,7,9,10,7,7,3,6
2009,10,31,11,14232,64,52,52,53,58,39,37,36,18,8,10,10,7,7,3,5
2009,10,31,12,14170,67,53,54,53,59,38,36,36,19,8,10,9,5,7,3,5
2009,10,31,13,14028,68,54,55,54,58,37,35,35,18,9,9,9,6,8,3,5
2009,10,31,14,13856,69,55,57,54,59,36,34,35,21,9,9,8,6,7,2,5
2009,10,31,15,13771,68,55,57,54,58,36,35,35,21,8,8,8,8,7,3,4
2009,10,31,16,13988,67,54,56,53,59,35,34,35,21,9,8,7,7,6,3,4
2009,10,31,17,14475,67,53,55,52,59,35,34,35,20,8,7,7,6,5,3,3
2009,10,31,18,14746,66,52,53,50,59,35,34,36,20,6,7,6,6,5,2,3
2009,10,31,19,14328,66,50,51,48,59,35,35,36,19,6,6,5,5,5,2,3
2009,10,31,20,13955,64,47,48,47,60,35,35,36,14,6,5,5,8,3,1,3
